integration_radius_cm,enclosed_count,enclosed_fraction,target_containment_fraction
0.7366488259727547,10301,0.3750182029998544,0.375
0.7379431813044193,10328,0.37600116499199066,0.376
0.7393545710602074,10356,0.37702053298383575,0.377
0.7413028914897806,10383,0.378003494975972,0.378
0.7424757998718603,10411,0.3790228629678171,0.379
0.7441868056297123,10438,0.3800058249599534,0.38
0.7456245206734178,10466,0.38102519295179843,0.381
0.7467510392776749,10493,0.38200815494393475,0.382
0.7483844329459887,10521,0.3830275229357798,0.383
0.7496645909537136,10548,0.3840104849279161,0.384
0.7510951637380378,10576,0.38502985291976116,0.385
0.752392141019985,10603,0.3860128149118975,0.386
0.7537331408330525,10631,0.3870321829037425,0.387
0.7551958764877642,10658,0.38801514489587885,0.388
0.756537447070436,10686,0.3890345128877239,0.389
0.7578177919115655,10713,0.3900174748798602,0.39
0.7590552630099991,10740,0.3910004368719965,0.391
0.7603783571707738,10768,0.3920198048638416,0.392
0.762126342909471,10795,0.39300276685597785,0.393
0.7638263805764186,10823,0.39402213484782295,0.394
0.7650097900166435,10850,0.3950050968399592,0.395
0.7666064525830533,10878,0.39602446483180426,0.396
0.768423113260242,10905,0.3970074268239406,0.397
0.7698880736242308,10933,0.3980267948157856,0.398
0.770976511238287,10960,0.39900975680792194,0.399
0.772353903821809,10988,0.400029124799767,0.4
0.773320745770427,11015,0.4010120867919033,0.401
0.7744409267334071,11043,0.40203145478374835,0.402
0.7756326356127247,11070,0.4030144167758847,0.403
0.7770548368735982,11098,0.4040337847677297,0.404
0.7788890957524088,11125,0.40501674675986604,0.405
0.780306222732011,11153,0.4060361147517111,0.406
0.7816796833364937,11180,0.4070190767438474,0.407
0.7827795694886919,11207,0.4080020387359837,0.408
0.7843594637412168,11235,0.4090214067278288,0.409
0.785664353383495,11262,0.41000436871996504,0.41
0.7870554471618131,11290,0.4110237367118101,0.411
0.7882566601307982,11317,0.4120066987039464,0.412
0.7900646481315077,11345,0.41302606669579145,0.413
0.791320710681318,11372,0.41400902868792777,0.414
0.7927984641691609,11400,0.4150283966797728,0.415
0.7941958016401173,11427,0.41601135867190914,0.416
0.795718536153551,11455,0.4170307266637542,0.417
0.7972852573973517,11482,0.4180136886558905,0.418
0.799050630800927,11510,0.41903305664773555,0.419
0.8004694437544649,11537,0.42001601863987187,0.42
0.8019641516495203,11565,0.4210353866317169,0.421
0.8033584999738645,11592,0.42201834862385323,0.422
0.805058185216321,11619,0.4230013106159895,0.423
0.8064599344233984,11647,0.42402067860783454,0.424
0.8080472715285572,11674,0.42500364059997087,0.425
0.8095309636573413,11702,0.4260230085918159,0.426
0.8110461464440264,11729,0.42700597058395223,0.427
0.8124099800480392,11757,0.4280253385757973,0.428
0.8135223787167248,11784,0.4290083005679336,0.429
0.8150122710765635,11812,0.43002766855977864,0.43
